time,x,Density,Sulfur
68.5,0,880,1.2
68.5,5,880,1.2
68.5,10,880,1.2
68.5,15,880,1.2
68.5,20,880,1.2
68.5,25,880,1.2
68.5,30,880,1.2
68.5,35,880,1.2
68.5,40,880,1.2
68.5,45,880,1.2
68.5,50,880,1.2
68.5,55,880,1.2
68.5,60,880,1.2
68.5,65,880,1.2
68.5,70,880,1.2
68.5,75,880,1.2
68.5,80,880,1.2
68.5,85,880,1.2
68.5,90,880,1.2
68.5,95,880,1.2
68.5,100,880,1.2
69,0,880,1.2
69,5,880,1.2
69,10,880,1.2
69,15,880,1.2
69,20,880,1.2
69,25,880,1.2
69,30,880,1.2
69,35,880,1.2
69,40,880,1.2
69,45,880,1.2
69,50,880,1.2
69,55,880,1.2
69,60,880,1.2
69,65,880,1.2
69,70,880,1.2
69,75,880,1.2
69,80,880,1.2
69,85,880,1.2
69,90,880,1.2
69,95,880,1.2
69,100,880,1.2
69.5,0,880,1.2
69.5,5,880,1.2
69.5,10,880,1.2
69.5,15,880,1.2
69.5,20,880,1.2
69.5,25,880,1.2
69.5,30,880,1.2
69.5,35,880,1.2
69.5,40,880,1.2
69.5,45,880,1.2
69.5,50,880,1.2
69.5,55,880,1.2
69.5,60,880,1.2
69.5,65,880,1.2
69.5,70,880,1.2
69.5,75,880,1.2
69.5,80,880,1.2
69.5,85,880,1.2
69.5,90,880,1.2
69.5,95,880,1.2
69.5,100,880,1.2
70,0,880,1.2
70,5,880,1.2
70,10,880,1.2
70,15,880,1.2
70,20,880,1.2
70,25,880,1.2
70,30,880,1.2
70,35,880,1.2
70,40,880,1.2
70,45,880,1.2
70,50,880,1.2
70,55,880,1.2
70,60,880,1.2
70,65,880,1.2
70,70,880,1.2
70,75,880,1.2
70,80,880,1.2
70,85,880,1.2
70,90,880,1.2
70,95,880,1.2
70,100,880,1.2
70.5,0,880,1.2
70.5,5,880,1.2
70.5,10,880,1.2
70.5,15,880,1.2
70.5,20,880,1.2
70.5,25,880,1.2
70.5,30,880,1.2
70.5,35,880,1.2
70.5,40,880,1.2
70.5,45,880,1.2
70.5,50,880,1.2
70.5,55,880,1.2
70.5,60,880,1.2
70.5,65,880,1.2
70.5,70,880,1.2
70.5,75,880,1.2
70.5,80,880,1.2
70.5,85,880,1.2
70.5,90,880,1.2
70.5,95,880,1.2
70.5,100,880,1.2
71,0,880,1.2
71,5,880,1.2
71,10,880,1.2
71,15,880,1.2
71,20,880,1.2
71,25,880,1.2
71,30,880,1.2
71,35,880,1.2
71,40,880,1.2
71,45,880,1.2
71,50,880,1.2
71,55,880,1.2
71,60,880,1.2
71,65,880,1.2
71,70,880,1.2
71,75,880,1.2
71,80,880,1.2
71,85,880,1.2
71,90,880,1.2
71,95,880,1.2
71,100,880,1.2
71.5,0,880,1.2
71.5,5,880,1.2
71.5,10,880,1.2
71.5,15,880,1.2
71.5,20,880,1.2
71.5,25,880,1.2
71.5,30,880,1.2
71.5,35,880,1.2
71.5,40,880,1.2
71.5,45,880,1.2
71.5,50,880,1.2
71.5,55,880,1.2
71.5,60,880,1.2
71.5,65,880,1.2
71.5,70,880,1.2
71.5,75,880,1.2
71.5,80,880,1.2
71.5,85,880,1.2
71.5,90,880,1.2
71.5,95,880,1.2
71.5,100,880,1.2
72,0,880,1.2
72,5,880,1.2
72,10,880,1.2
72,15,880,1.2
72,20,880,1.2
72,25,880,1.2
72,30,880,1.2
72,35,880,1.2
72,40,880,1.2
72,45,880,1.2
72,50,880,1.2
72,55,880,1.2
72,60,880,1.2
72,65,880,1.2
72,70,880,1.2
72,75,880,1.2
72,80,880,1.2
72,85,880,1.2
72,90,880,1.2
72,95,880,1.2
72,100,880,1.2
72.5,0,880,1.2
72.5,5,880,1.2
72.5,10,880,1.2
72.5,15,880,1.2
72.5,20,880,1.2
72.5,25,880,1.2
72.5,30,880,1.2
72.5,35,880,1.2
72.5,40,880,1.2
72.5,45,880,1.2
72.5,50,880,1.2
72.5,55,880,1.2
72.5,60,880,1.2
72.5,65,880,1.2
72.5,70,880,1.2
72.5,75,880,1.2
72.5,80,880,1.2
72.5,85,880,1.2
72.5,90,880,1.2
72.5,95,880,1.2
72.5,100,880,1.2
73,0,880,1.2
73,5,880,1.2
73,10,880,1.2
73,15,880,1.2
73,20,880,1.2
73,25,880,1.2
73,30,880,1.2
73,35,880,1.2
73,40,880,1.2
73,45,880,1.2
73,50,880,1.2
73,55,880,1.2
73,60,880,1.2
73,65,880,1.2
73,70,880,1.2
73,75,880,1.2
73,80,880,1.2
73,85,880,1.2
73,90,880,1.2
73,95,880,1.2
73,100,880,1.2
73.5,0,880,1.2
73.5,5,880,1.2
73.5,10,880,1.2
73.5,15,880,1.2
73.5,20,880,1.2
73.5,25,880,1.2
73.5,30,880,1.2
73.5,35,880,1.2
73.5,40,880,1.2
73.5,45,880,1.2
73.5,50,880,1.2
73.5,55,880,1.2
73.5,60,880,1.2
73.5,65,880,1.2
73.5,70,880,1.2
73.5,75,880,1.2
73.5,80,880,1.2
73.5,85,880,1.2
73.5,90,880,1.2
73.5,95,880,1.2
73.5,100,880,1.2
74,0,880,1.2
74,5,880,1.2
74,10,880,1.2
74,15,880,1.2
74,20,880,1.2
74,25,880,1.2
74,30,880,1.2
74,35,880,1.2
74,40,880,1.2
74,45,880,1.2
74,50,880,1.2
74,55,880,1.2
74,60,880,1.2
74,65,880,1.2
74,70,880,1.2
74,75,880,1.2
74,80,880,1.2
74,85,880,1.2
74,90,880,1.2
74,95,880,1.2
74,100,880,1.2
74.5,0,880,1.2
74.5,5,880,1.2
74.5,10,880,1.2
74.5,15,880,1.2
74.5,20,880,1.2
74.5,25,880,1.2
74.5,30,880,1.2
74.5,35,880,1.2
74.5,40,880,1.2
74.5,45,880,1.2
74.5,50,880,1.2
74.5,55,880,1.2
74.5,60,880,1.2
74.5,65,880,1.2
74.5,70,880,1.2
74.5,75,880,1.2
74.5,80,880,1.2
74.5,85,880,1.2
74.5,90,880,1.2
74.5,95,880,1.2
74.5,100,880,1.2
75,0,880,1.2
75,5,880,1.2
75,10,880,1.2
75,15,880,1.2
75,20,880,1.2
75,25,880,1.2
75,30,880,1.2
75,35,880,1.2
75,40,880,1.2
75,45,880,1.2
75,50,880,1.2
75,55,880,1.2
75,60,880,1.2
75,65,880,1.2
75,70,880,1.2
75,75,880,1.2
75,80,880,1.2
75,85,880,1.2
75,90,880,1.2
75,95,880,1.2
75,100,880,1.2
75.5,0,880,1.2
75.5,5,880,1.2
75.5,10,880,1.2
75.5,15,880,1.2
75.5,20,880,1.2
75.5,25,880,1.2
75.5,30,880,1.2
75.5,35,880,1.2
75.5,40,880,1.2
75.5,45,880,1.2
75.5,50,880,1.2
75.5,55,880,1.2
75.5,60,880,1.2
75.5,65,880,1.2
75.5,70,880,1.2
75.5,75,880,1.2
75.5,80,880,1.2
75.5,85,880,1.2
75.5,90,880,1.2
75.5,95,880,1.2
75.5,100,880,1.2
76,0,880,1.2
76,5,880,1.2
76,10,880,1.2
76,15,880,1.2
76,20,880,1.2
76,25,880,1.2
76,30,880,1.2
76,35,880,1.2
76,40,880,1.2
76,45,880,1.2
76,50,880,1.2
76,55,880,1.2
76,60,880,1.2
76,65,880,1.2
76,70,880,1.2
76,75,880,1.2
76,80,880,1.2
76,85,880,1.2
76,90,880,1.2
76,95,880,1.2
76,100,880,1.2
76.5,0,880,1.2
76.5,5,880,1.2
76.5,10,880,1.2
76.5,15,880,1.2
76.5,20,880,1.2
76.5,25,880,1.2
76.5,30,880,1.2
76.5,35,880,1.2
76.5,40,880,1.2
76.5,45,880,1.2
76.5,50,880,1.2
76.5,55,880,1.2
76.5,60,880,1.2
76.5,65,880,1.2
76.5,70,880,1.2
76.5,75,880,1.2
76.5,80,880,1.2
76.5,85,880,1.2
76.5,90,880,1.2
76.5,95,880,1.2
76.5,100,880,1.2
77,0,880,1.2
77,5,880,1.2
77,10,880,1.2
77,15,880,1.2
77,20,880,1.2
77,25,880,1.2
77,30,880,1.2
77,35,880,1.2
77,40,880,1.2
77,45,880,1.2
77,50,880,1.2
77,55,880,1.2
77,60,880,1.2
77,65,880,1.2
77,70,880,1.2
77,75,880,1.2
77,80,880,1.2
77,85,880,1.2
77,90,880,1.2
77,95,880,1.2
77,100,880,1.2
77.5,0,880,1.2
77.5,5,880,1.2
77.5,10,880,1.2
77.5,15,880,1.2
77.5,20,880,1.2
77.5,25,880,1.2
77.5,30,880,1.2
77.5,35,880,1.2
77.5,40,880,1.2
77.5,45,880,1.2
77.5,50,880,1.2
77.5,55,880,1.2
77.5,60,880,1.2
77.5,65,880,1.2
77.5,70,880,1.2
77.5,75,880,1.2
77.5,80,880,1.2
77.5,85,880,1.2
77.5,90,880,1.2
77.5,95,880,1.2
77.5,100,880,1.2
78,0,880,1.2
78,5,880,1.2
78,10,880,1.2
78,15,880,1.2
78,20,880,1.2
78,25,880,1.2
78,30,880,1.2
78,35,880,1.2
78,40,880,1.2
78,45,880,1.2
78,50,880,1.2
78,55,880,1.2
78,60,880,1.2
78,65,880,1.2
78,70,880,1.2
78,75,880,1.2
78,80,880,1.2
78,85,880,1.2
78,90,880,1.2
78,95,880,1.2
78,100,880,1.2
78.5,0,880,1.2
78.5,5,880,1.2
78.5,10,880,1.2
78.5,15,880,1.2
78.5,20,880,1.2
78.5,25,880,1.2
78.5,30,880,1.2
78.5,35,880,1.2
78.5,40,880,1.2
78.5,45,880,1.2
78.5,50,880,1.2
78.5,55,880,1.2
78.5,60,880,1.2
78.5,65,880,1.2
78.5,70,880,1.2
78.5,75,880,1.2
78.5,80,880,1.2
78.5,85,880,1.2
78.5,90,880,1.2
78.5,95,880,1.2
78.5,100,880,1.2
79,0,880,1.2
79,5,880,1.2
79,10,880,1.2
79,15,880,1.2
79,20,880,1.2
79,25,880,1.2
79,30,880,1.2
79,35,880,1.2
79,40,880,1.2
79,45,880,1.2
79,50,880,1.2
79,55,880,1.2
79,60,880,1.2
79,65,880,1.2
79,70,880,1.2
79,75,880,1.2
79,80,880,1.2
79,85,880,1.2
79,90,880,1.2
79,95,880,1.2
79,100,880,1.2
79.5,0,880,1.2
79.5,5,880,1.2
79.5,10,880,1.2
79.5,15,880,1.2
79.5,20,880,1.2
79.5,25,880,1.2
79.5,30,880,1.2
79.5,35,880,1.2
79.5,40,880,1.2
79.5,45,880,1.2
79.5,50,880,1.2
79.5,55,880,1.2
79.5,60,880,1.2
79.5,65,880,1.2
79.5,70,880,1.2
79.5,75,880,1.2
79.5,80,880,1.2
79.5,85,880,1.2
79.5,90,880,1.2
79.5,95,880,1.2
79.5,100,880,1.2
80,0,880,1.2
80,5,880,1.2
80,10,880,1.2
80,15,880,1.2
80,20,880,1.2
80,25,880,1.2
80,30,880,1.2
80,35,880,1.2
80,40,880,1.2
80,45,880,1.2
80,50,880,1.2
80,55,880,1.2
80,60,880,1.2
80,65,880,1.2
80,70,880,1.2
80,75,880,1.2
80,80,880,1.2
80,85,880,1.2
80,90,880,1.2
80,95,880,1.2
80,100,880,1.2
80.5,0,880,1.2
80.5,5,880,1.2
80.5,10,880,1.2
80.5,15,880,1.2
80.5,20,880,1.2
80.5,25,880,1.2
80.5,30,880,1.2
80.5,35,880,1.2
80.5,40,880,1.2
80.5,45,880,1.2
80.5,50,880,1.2
80.5,55,880,1.2
80.5,60,880,1.2
80.5,65,880,1.2
80.5,70,880,1.2
80.5,75,880,1.2
80.5,80,880,1.2
80.5,85,880,1.2
80.5,90,880,1.2
80.5,95,880,1.2
80.5,100,880,1.2
81,0,880,1.2
81,5,880,1.2
81,10,880,1.2
81,15,880,1.2
81,20,880,1.2
81,25,880,1.2
81,30,880,1.2
81,35,880,1.2
81,40,880,1.2
81,45,880,1.2
81,50,880,1.2
81,55,880,1.2
81,60,880,1.2
81,65,880,1.2
81,70,880,1.2
81,75,880,1.2
81,80,880,1.2
81,85,880,1.2
81,90,880,1.2
81,95,880,1.2
81,100,880,1.2
81.5,0,880,1.2
81.5,5,880,1.2
81.5,10,880,1.2
81.5,15,880,1.2
81.5,20,880,1.2
81.5,25,880,1.2
81.5,30,880,1.2
81.5,35,880,1.2
81.5,40,880,1.2
81.5,45,880,1.2
81.5,50,880,1.2
81.5,55,880,1.2
81.5,60,880,1.2
81.5,65,880,1.2
81.5,70,880,1.2
81.5,75,880,1.2
81.5,80,880,1.2
81.5,85,880,1.2
81.5,90,880,1.2
81.5,95,880,1.2
81.5,100,880,1.2
82,0,880,1.2
82,5,880,1.2
82,10,880,1.2
82,15,880,1.2
82,20,880,1.2
82,25,880,1.2
82,30,880,1.2
82,35,880,1.2
82,40,880,1.2
82,45,880,1.2
82,50,880,1.2
82,55,880,1.2
82,60,880,1.2
82,65,880,1.2
82,70,880,1.2
82,75,880,1.2
82,80,880,1.2
82,85,880,1.2
82,90,880,1.2
82,95,880,1.2
82,100,880,1.2
82.5,0,880,1.2
82.5,5,880,1.2
82.5,10,880,1.2
82.5,15,880,1.2
82.5,20,880,1.2
82.5,25,880,1.2
82.5,30,880,1.2
82.5,35,880,1.2
82.5,40,880,1.2
82.5,45,880,1.2
82.5,50,880,1.2
82.5,55,880,1.2
82.5,60,880,1.2
82.5,65,880,1.2
82.5,70,880,1.2
82.5,75,880,1.2
82.5,80,880,1.2
82.5,85,880,1.2
82.5,90,880,1.2
82.5,95,880,1.2
82.5,100,880,1.2
83,0,880,1.2
83,5,880,1.2
83,10,880,1.2
83,15,880,1.2
83,20,880,1.2
83,25,880,1.2
83,30,880,1.2
83,35,880,1.2
83,40,880,1.2
83,45,880,1.2
83,50,880,1.2
83,55,880,1.2
83,60,880,1.2
83,65,880,1.2
83,70,880,1.2
83,75,880,1.2
83,80,880,1.2
83,85,880,1.2
83,90,880,1.2
83,95,880,1.2
83,100,880,1.2
83.5,0,880,1.2
83.5,5,880,1.2
83.5,10,880,1.2
83.5,15,880,1.2
83.5,20,880,1.2
83.5,25,880,1.2
83.5,30,880,1.2
83.5,35,880,1.2
83.5,40,880,1.2
83.5,45,880,1.2
83.5,50,880,1.2
83.5,55,880,1.2
83.5,60,880,1.2
83.5,65,880,1.2
83.5,70,880,1.2
83.5,75,880,1.2
83.5,80,880,1.2
83.5,85,880,1.2
83.5,90,880,1.2
83.5,95,880,1.2
83.5,100,880,1.2
84,0,880,1.2
84,5,880,1.2
84,10,880,1.2
84,15,880,1.2
84,20,880,1.2
84,25,880,1.2
84,30,880,1.2
84,35,880,1.2
84,40,880,1.2
84,45,880,1.2
84,50,880,1.2
84,55,880,1.2
84,60,880,1.2
84,65,880,1.2
84,70,880,1.2
84,75,880,1.2
84,80,880,1.2
84,85,880,1.2
84,90,880,1.2
84,95,880,1.2
84,100,880,1.2
84.5,0,880,1.2
84.5,5,880,1.2
84.5,10,880,1.2
84.5,15,880,1.2
84.5,20,880,1.2
84.5,25,880,1.2
84.5,30,880,1.2
84.5,35,880,1.2
84.5,40,880,1.2
84.5,45,880,1.2
84.5,50,880,1.2
84.5,55,880,1.2
84.5,60,880,1.2
84.5,65,880,1.2
84.5,70,880,1.2
84.5,75,880,1.2
84.5,80,880,1.2
84.5,85,880,1.2
84.5,90,880,1.2
84.5,95,880,1.2
84.5,100,880,1.2
85,0,880,1.2
85,5,880,1.2
85,10,880,1.2
85,15,880,1.2
85,20,880,1.2
85,25,880,1.2
85,30,880,1.2
85,35,880,1.2
85,40,880,1.2
85,45,880,1.2
85,50,880,1.2
85,55,880,1.2
85,60,880,1.2
85,65,880,1.2
85,70,880,1.2
85,75,880,1.2
85,80,880,1.2
85,85,880,1.2
85,90,880,1.2
85,95,880,1.2
85,100,880,1.2
85.5,0,880,1.2
85.5,5,880,1.2
85.5,10,880,1.2
85.5,15,880,1.2
85.5,20,880,1.2
85.5,25,880,1.2
85.5,30,880,1.2
85.5,35,880,1.2
85.5,40,880,1.2
85.5,45,880,1.2
85.5,50,880,1.2
85.5,55,880,1.2
85.5,60,880,1.2
85.5,65,880,1.2
85.5,70,880,1.2
85.5,75,880,1.2
85.5,80,880,1.2
85.5,85,880,1.2
85.5,90,880,1.2
85.5,95,880,1.2
85.5,100,880,1.2
86,0,880,1.2
86,5,880,1.2
86,10,880,1.2
86,15,880,1.2
86,20,880,1.2
86,25,880,1.2
86,30,880,1.2
86,35,880,1.2
86,40,880,1.2
86,45,880,1.2
86,50,880,1.2
86,55,880,1.2
86,60,880,1.2
86,65,880,1.2
86,70,880,1.2
86,75,880,1.2
86,80,880,1.2
86,85,880,1.2
86,90,880,1.2
86,95,880,1.2
86,100,880,1.2
86.5,0,880,1.2
86.5,5,880,1.2
86.5,10,880,1.2
86.5,15,880,1.2
86.5,20,880,1.2
86.5,25,880,1.2
86.5,30,880,1.2
86.5,35,880,1.2
86.5,40,880,1.2
86.5,45,880,1.2
86.5,50,880,1.2
86.5,55,880,1.2
86.5,60,880,1.2
86.5,65,880,1.2
86.5,70,880,1.2
86.5,75,880,1.2
86.5,80,880,1.2
86.5,85,880,1.2
86.5,90,880,1.2
86.5,95,880,1.2
86.5,100,880,1.2
87,0,880,1.2
87,5,880,1.2
87,10,880,1.2
87,15,880,1.2
87,20,880,1.2
87,25,880,1.2
87,30,880,1.2
87,35,880,1.2
87,40,880,1.2
87,45,880,1.2
87,50,880,1.2
87,55,880,1.2
87,60,880,1.2
87,65,880,1.2
87,70,880,1.2
87,75,880,1.2
87,80,880,1.2
87,85,880,1.2
87,90,880,1.2
87,95,880,1.2
87,100,880,1.2
87.5,0,880,1.2
87.5,5,880,1.2
87.5,10,880,1.2
87.5,15,880,1.2
87.5,20,880,1.2
87.5,25,880,1.2
87.5,30,880,1.2
87.5,35,880,1.2
87.5,40,880,1.2
87.5,45,880,1.2
87.5,50,880,1.2
87.5,55,880,1.2
87.5,60,880,1.2
87.5,65,880,1.2
87.5,70,880,1.2
87.5,75,880,1.2
87.5,80,880,1.2
87.5,85,880,1.2
87.5,90,880,1.2
87.5,95,880,1.2
87.5,100,880,1.2
88,0,880,1.2
88,5,880,1.2
88,10,880,1.2
88,15,880,1.2
88,20,880,1.2
88,25,880,1.2
88,30,880,1.2
88,35,880,1.2
88,40,880,1.2
88,45,880,1.2
88,50,880,1.2
88,55,880,1.2
88,60,880,1.2
88,65,880,1.2
88,70,880,1.2
88,75,880,1.2
88,80,880,1.2
88,85,880,1.2
88,90,880,1.2
88,95,880,1.2
88,100,880,1.2
88.5,0,880,1.2
88.5,5,880,1.2
88.5,10,880,1.2
88.5,15,880,1.2
88.5,20,880,1.2
88.5,25,880,1.2
88.5,30,880,1.2
88.5,35,880,1.2
88.5,40,880,1.2
88.5,45,880,1.2
88.5,50,880,1.2
88.5,55,880,1.2
88.5,60,880,1.2
88.5,65,880,1.2
88.5,70,880,1.2
88.5,75,880,1.2
88.5,80,880,1.2
88.5,85,880,1.2
88.5,90,880,1.2
88.5,95,880,1.2
88.5,100,880,1.2
89,0,880,1.2
89,5,880,1.2
89,10,880,1.2
89,15,880,1.2
89,20,880,1.2
89,25,880,1.2
89,30,880,1.2
89,35,880,1.2
89,40,880,1.2
89,45,880,1.2
89,50,880,1.2
89,55,880,1.2
89,60,880,1.2
89,65,880,1.2
89,70,880,1.2
89,75,880,1.2
89,80,880,1.2
89,85,880,1.2
89,90,880,1.2
89,95,880,1.2
89,100,880,1.2
89.5,0,880,1.2
89.5,5,880,1.2
89.5,10,880,1.2
89.5,15,880,1.2
89.5,20,880,1.2
89.5,25,880,1.2
89.5,30,880,1.2
89.5,35,880,1.2
89.5,40,880,1.2
89.5,45,880,1.2
89.5,50,880,1.2
89.5,55,880,1.2
89.5,60,880,1.2
89.5,65,880,1.2
89.5,70,880,1.2
89.5,75,880,1.2
89.5,80,880,1.2
89.5,85,880,1.2
89.5,90,880,1.2
89.5,95,880,1.2
89.5,100,880,1.2
90,0,880,1.2
90,5,880,1.2
90,10,880,1.2
90,15,880,1.2
90,20,880,1.2
90,25,880,1.2
90,30,880,1.2
90,35,880,1.2
90,40,880,1.2
90,45,880,1.2
90,50,880,1.2
90,55,880,1.2
90,60,880,1.2
90,65,880,1.2
90,70,880,1.2
90,75,880,1.2
90,80,880,1.2
90,85,880,1.2
90,90,880,1.2
90,95,880,1.2
90,100,880,1.2
90.5,0,880,1.2
90.5,5,880,1.2
90.5,10,880,1.2
90.5,15,880,1.2
90.5,20,880,1.2
90.5,25,880,1.2
90.5,30,880,1.2
90.5,35,880,1.2
90.5,40,880,1.2
90.5,45,880,1.2
90.5,50,880,1.2
90.5,55,880,1.2
90.5,60,880,1.2
90.5,65,880,1.2
90.5,70,880,1.2
90.5,75,880,1.2
90.5,80,880,1.2
90.5,85,880,1.2
90.5,90,880,1.2
90.5,95,880,1.2
90.5,100,880,1.2
91,0,880,1.2
91,5,880,1.2
91,10,880,1.2
91,15,880,1.2
91,20,880,1.2
91,25,880,1.2
91,30,880,1.2
91,35,880,1.2
91,40,880,1.2
91,45,880,1.2
91,50,880,1.2
91,55,880,1.2
91,60,880,1.2
91,65,880,1.2
91,70,880,1.2
91,75,880,1.2
91,80,880,1.2
91,85,880,1.2
91,90,880,1.2
91,95,880,1.2
91,100,880,1.2
91.5,0,880,1.2
91.5,5,880,1.2
91.5,10,880,1.2
91.5,15,880,1.2
91.5,20,880,1.2
91.5,25,880,1.2
91.5,30,880,1.2
91.5,35,880,1.2
91.5,40,880,1.2
91.5,45,880,1.2
91.5,50,880,1.2
91.5,55,880,1.2
91.5,60,880,1.2
91.5,65,880,1.2
91.5,70,880,1.2
91.5,75,880,1.2
91.5,80,880,1.2
91.5,85,880,1.2
91.5,90,880,1.2
91.5,95,880,1.2
91.5,100,880,1.2
92,0,880,1.2
92,5,880,1.2
92,10,880,1.2
92,15,880,1.2
92,20,880,1.2
92,25,880,1.2
92,30,880,1.2
92,35,880,1.2
92,40,880,1.2
92,45,880,1.2
92,50,880,1.2
92,55,880,1.2
92,60,880,1.2
92,65,880,1.2
92,70,880,1.2
92,75,880,1.2
92,80,880,1.2
92,85,880,1.2
92,90,880,1.2
92,95,880,1.2
92,100,880,1.2
92.5,0,880,1.2
92.5,5,880,1.2
92.5,10,880,1.2
92.5,15,880,1.2
92.5,20,880,1.2
92.5,25,880,1.2
92.5,30,880,1.2
92.5,35,880,1.2
92.5,40,880,1.2
92.5,45,880,1.2
92.5,50,880,1.2
92.5,55,880,1.2
92.5,60,880,1.2
92.5,65,880,1.2
92.5,70,880,1.2
92.5,75,880,1.2
92.5,80,880,1.2
92.5,85,880,1.2
92.5,90,880,1.2
92.5,95,880,1.2
92.5,100,880,1.2
93,0,880,1.2
93,5,880,1.2
93,10,880,1.2
93,15,880,1.2
93,20,880,1.2
93,25,880,1.2
93,30,880,1.2
93,35,880,1.2
93,40,880,1.2
93,45,880,1.2
93,50,880,1.2
93,55,880,1.2
93,60,880,1.2
93,65,880,1.2
93,70,880,1.2
93,75,880,1.2
93,80,880,1.2
93,85,880,1.2
93,90,880,1.2
93,95,880,1.2
93,100,880,1.2
93.5,0,880,1.2
93.5,5,880,1.2
93.5,10,880,1.2
93.5,15,880,1.2
93.5,20,880,1.2
93.5,25,880,1.2
93.5,30,880,1.2
93.5,35,880,1.2
93.5,40,880,1.2
93.5,45,880,1.2
93.5,50,880,1.2
93.5,55,880,1.2
93.5,60,880,1.2
93.5,65,880,1.2
93.5,70,880,1.2
93.5,75,880,1.2
93.5,80,880,1.2
93.5,85,880,1.2
93.5,90,880,1.2
93.5,95,880,1.2
93.5,100,880,1.2
94,0,880,1.2
94,5,880,1.2
94,10,880,1.2
94,15,880,1.2
94,20,880,1.2
94,25,880,1.2
94,30,880,1.2
94,35,880,1.2
94,40,880,1.2
94,45,880,1.2
94,50,880,1.2
94,55,880,1.2
94,60,880,1.2
94,65,880,1.2
94,70,880,1.2
94,75,880,1.2
94,80,880,1.2
94,85,880,1.2
94,90,880,1.2
94,95,880,1.2
94,100,880,1.2
94.5,0,880,1.2
94.5,5,880,1.2
94.5,10,880,1.2
94.5,15,880,1.2
94.5,20,880,1.2
94.5,25,880,1.2
94.5,30,880,1.2
94.5,35,880,1.2
94.5,40,880,1.2
94.5,45,880,1.2
94.5,50,880,1.2
94.5,55,880,1.2
94.5,60,880,1.2
94.5,65,880,1.2
94.5,70,880,1.2
94.5,75,880,1.2
94.5,80,880,1.2
94.5,85,880,1.2
94.5,90,880,1.2
94.5,95,880,1.2
94.5,100,880,1.2
95,0,880,1.2
95,5,880,1.2
95,10,880,1.2
95,15,880,1.2
95,20,880,1.2
95,25,880,1.2
95,30,880,1.2
95,35,880,1.2
95,40,880,1.2
95,45,880,1.2
95,50,880,1.2
95,55,880,1.2
95,60,880,1.2
95,65,880,1.2
95,70,880,1.2
95,75,880,1.2
95,80,880,1.2
95,85,880,1.2
95,90,880,1.2
95,95,880,1.2
95,100,880,1.2
95.5,0,880,1.2
95.5,5,880,1.2
95.5,10,880,1.2
95.5,15,880,1.2
95.5,20,880,1.2
95.5,25,880,1.2
95.5,30,880,1.2
95.5,35,880,1.2
95.5,40,880,1.2
95.5,45,880,1.2
95.5,50,880,1.2
95.5,55,880,1.2
95.5,60,880,1.2
95.5,65,880,1.2
95.5,70,880,1.2
95.5,75,880,1.2
95.5,80,880,1.2
95.5,85,880,1.2
95.5,90,880,1.2
95.5,95,880,1.2
95.5,100,880,1.2
96,0,880,1.2
96,5,880,1.2
96,10,880,1.2
96,15,880,1.2
96,20,880,1.2
96,25,880,1.2
96,30,880,1.2
96,35,880,1.2
96,40,880,1.2
96,45,880,1.2
96,50,880,1.2
96,55,880,1.2
96,60,880,1.2
96,65,880,1.2
96,70,880,1.2
96,75,880,1.2
96,80,880,1.2
96,85,880,1.2
96,90,880,1.2
96,95,880,1.2
96,100,880,1.2
96.5,0,880,1.2
96.5,5,880,1.2
96.5,10,880,1.2
96.5,15,880,1.2
96.5,20,880,1.2
96.5,25,880,1.2
96.5,30,880,1.2
96.5,35,880,1.2
96.5,40,880,1.2
96.5,45,880,1.2
96.5,50,880,1.2
96.5,55,880,1.2
96.5,60,880,1.2
96.5,65,880,1.2
96.5,70,880,1.2
96.5,75,880,1.2
96.5,80,880,1.2
96.5,85,880,1.2
96.5,90,880,1.2
96.5,95,880,1.2
96.5,100,880,1.2
97,0,880,1.2
97,5,880,1.2
97,10,880,1.2
97,15,880,1.2
97,20,880,1.2
97,25,880,1.2
97,30,880,1.2
97,35,880,1.2
97,40,880,1.2
97,45,880,1.2
97,50,880,1.2
97,55,880,1.2
97,60,880,1.2
97,65,880,1.2
97,70,880,1.2
97,75,880,1.2
97,80,880,1.2
97,85,880,1.2
97,90,880,1.2
97,95,880,1.2
97,100,880,1.2
97.5,0,880,1.2
97.5,5,880,1.2
97.5,10,880,1.2
97.5,15,880,1.2
97.5,20,880,1.2
97.5,25,880,1.2
97.5,30,880,1.2
97.5,35,880,1.2
97.5,40,880,1.2
97.5,45,880,1.2
97.5,50,880,1.2
97.5,55,880,1.2
97.5,60,880,1.2
97.5,65,880,1.2
97.5,70,880,1.2
97.5,75,880,1.2
97.5,80,880,1.2
97.5,85,880,1.2
97.5,90,880,1.2
97.5,95,880,1.2
97.5,100,880,1.2
98,0,880,1.2
98,5,880,1.2
98,10,880,1.2
98,15,880,1.2
98,20,880,1.2
98,25,880,1.2
98,30,880,1.2
98,35,880,1.2
98,40,880,1.2
98,45,880,1.2
98,50,880,1.2
98,55,880,1.2
98,60,880,1.2
98,65,880,1.2
98,70,880,1.2
98,75,880,1.2
98,80,880,1.2
98,85,880,1.2
98,90,880,1.2
98,95,880,1.2
98,100,880,1.2
98.5,0,880,1.2
98.5,5,880,1.2
98.5,10,880,1.2
98.5,15,880,1.2
98.5,20,880,1.2
98.5,25,880,1.2
98.5,30,880,1.2
98.5,35,880,1.2
98.5,40,880,1.2
98.5,45,880,1.2
